"ID,""GEO"",""SECTOR"",""EMPLOYEES"",""INCOME"",""MARKETING_SPENDING"",""ACC_BEFORE"",""PWC_PRESS_INDEX"",""FB_LIKES"",""TWT_FOLLOWERS"",""YEAR_FOUNDED"",""EXP_CEO"",""AREA"",""PWC_EMPLOYEES"",""CREDIT"",""FLAG"""
"4519,"" 21.00916092837  , 52.2393001335999    "",""IT"",""7"",""113200"",""10990"",""0"",""2.8498898459008"",""1098"",""203"",""2013"",""8"",""21"",""1"",""-998"",""1"""
"4520,"" 21.0233764630703  , 52.2289191602869    "",""IT"",""18"",""422500"",""38010"",""0"",""2.13910202702895"",""3864"",""739"",""2009"",""6"",""202"",""8"",""59847"",""1"""
"4521,"" 21.0279911567257  , 52.2356990223099    "",""IT"",""18"",""433750"",""37810"",""1"",""4.74269381392727"",""3804"",""764"",""2010"",""8"",""208"",""3"",""0"",""1"""
"4522,""  21.0480218772148  , 52.2875483210129  "",""IT"",""5"",""200149"",""4884"",""1"",""-4.89772068686648"",""525"",""108"",""2002"",""10"",""63"",""1"",""0"",""0"""
"4523,""  21.0336407520226  , 52.275711531674  "",""IT"",""2"",""201162"",""4967"",""1"",""-7.70133650739233"",""488"",""96"",""2000"",""NA"",""72"",""1"",""592"",""0"""
"4524,"" 21.0024480602508  , 52.2265849116491    "",""IT"",""19"",""383750"",""25910"",""1"",""1.77679617769886"",""2587"",""554"",""2005"",""8"",""195"",""6"",""60819"",""1"""
"4525,""  21.081655834415  , 52.2992307508085  "",""IT"",""26"",""200138"",""5111"",""0"",""-5.01959949882235"",""514"",""122"",""2007"",""12"",""70"",""2"",""0"",""1"""
"4526,""  21.0667704095575  , 52.2895785969356  "",""PUB"",""3"",""119800"",""8058"",""0"",""-12.7359111709474"",""1582"",""156"",""2010"",""5"",""26"",""0"",""15115"",""1"""
"4527,"" 21.0183602518979  , 52.220256768954    "",""IT"",""25"",""329250"",""23940"",""0"",""1.6334138570225"",""2417"",""458"",""2007"",""NA"",""184"",""7"",""0"",""1"""
"4528,"" 21.0139053789524  , 52.2319650703343    "",""CAFE"",""1"",""150089"",""7955"",""0"",""-6.98153702305829"",""1602"",""179"",""2007"",""5"",""31"",""0"",""0"",""1"""
"4529,"" 21.1336789605701  , 52.1907785039558   "",""IT"",""4"",""81032"",""6677"",""0"",""2.22465327353162"",""654"",""151"",""2010"",""6"",""62"",""0"",""21078"",""1"""
"4530,"" 21.1374914633194  , 52.171920383994   "",""IT"",""52"",""302690"",""10015"",""1"",""-0.899298743776394"",""964"",""195"",""1998"",""13"",""349"",""1"",""803"",""0"""
"4531,"" 21.0169856809578  , 52.2314062703447    "",""CAFE"",""5"",""499678"",""29814"",""0"",""24.7274085034545"",""6044"",""585"",""2011"",""NA"",""56"",""1"",""30021"",""1"""
"4532,""  21.0764602585696  , 52.2938857171522  "",""CAFE"",""4"",""200600"",""7960"",""1"",""0.0623545007251192"",""1617"",""157"",""2008"",""NA"",""27"",""0"",""0"",""0"""
"4533,"" 21.0163135773565  , 52.23199727864    "",""CAFE"",""6"",""501347"",""30267"",""0"",""14.9380365879272"",""6122"",""631"",""2013"",""NA"",""46"",""0"",""40241"",""1"""
"4534,""  21.0415336505184  , 52.2845717786183  "",""IT"",""34"",""199734"",""4950"",""1"",""-3.69226314532643"",""477"",""92"",""2002"",""NA"",""67"",""3"",""503"",""0"""
"4535,"" 21.1902565179914  , 52.1828557374468   "",""RESTAURANT"",""4"",""149432"",""8150"",""0"",""-8.81288124640551"",""1610"",""153"",""2008"",""6"",""32"",""3"",""20090"",""0"""
"4536,"" 21.1485327834198  , 52.1997255352489   "",""CAFE"",""4"",""149550"",""7928"",""0"",""-11.3858746218883"",""1597"",""162"",""2006"",""5"",""26"",""0"",""0"",""0"""
"4537,"" 21.0173626449094  , 52.2274299777299    "",""IT"",""23"",""505500"",""27980"",""1"",""4.14423988562144"",""2834"",""545"",""2005"",""6"",""199"",""1"",""60218"",""1"""
"4538,"" 21.0061015011827  , 52.2236429856624    "",""PUB"",""4"",""500432"",""30030"",""0"",""10.6572168573599"",""6005"",""572"",""2012"",""NA"",""51"",""1"",""20033"",""1"""
"4539,"" 21.0202591283501  , 52.2214843571512    "",""IT"",""5"",""117200"",""14030"",""0"",""2.75272286010318"",""1398"",""294"",""2014"",""NA"",""20"",""3"",""3"",""1"""
"4540,"" 21.0266412557231  , 52.2337421757495    "",""IT"",""25"",""523000"",""50010"",""1"",""1.64963308254885"",""4958"",""1052"",""2009"",""10"",""200"",""6"",""59741"",""1"""
"4541,"" 21.1525336675206  , 52.1837655744562   "",""RESTAURANT"",""5"",""149369"",""8052"",""0"",""8.39256279189403"",""1576"",""162"",""2005"",""5"",""30"",""2"",""0"",""0"""
"4542,"" 21.0269743603957  , 52.2297299581207    "",""RESTAURANT"",""4"",""500433"",""29986"",""1"",""17.8291165526169"",""6108"",""635"",""2012"",""NA"",""50"",""0"",""35037"",""1"""
"4543,"" 21.1526301068049  , 52.1930751989875   "",""IT"",""47"",""292700"",""10017"",""1"",""-3.69749358036902"",""990"",""206"",""1999"",""12"",""343"",""3"",""10909171"",""0"""
"4544,""  21.0844297599932  , 52.2766592152044  "",""IT"",""2"",""200790"",""4986"",""1"",""-5.6117382891677"",""486"",""121"",""2002"",""NA"",""65"",""1"",""1103"",""0"""
"4545,""  21.0829216201208  , 52.284556188432  "",""IT"",""4"",""199839"",""4987"",""1"",""-4.3398026286918"",""510"",""95"",""2003"",""8"",""79"",""2"",""1200"",""0"""
"4546,"" 21.1563865501489  , 52.2095018538227   "",""IT"",""51"",""343050"",""10044"",""0"",""-2.25248818358707"",""985"",""213"",""2000"",""NA"",""342"",""3"",""1136"",""0"""
"4547,""  21.0976353325788  , 52.29977456928  "",""CAFE"",""1"",""170100"",""7994"",""0"",""-9.64806575329816"",""1547"",""164"",""2000"",""3"",""33"",""0"",""0"",""1"""
"4548,""  21.0691419464024  , 52.2905219521979  "",""IT"",""26"",""200481"",""5022"",""1"",""-3.98283266976813"",""488"",""99"",""2001"",""6"",""65"",""1"",""0"",""0"""
"4549,"" 21.1659049661178  , 52.1722426217096   "",""CAFE"",""4"",""149825"",""8037"",""0"",""-12.8026899647475"",""1587"",""161"",""2008"",""5"",""26"",""1"",""0"",""0"""
"4550,"" 21.0140121664554  , 52.2201138592558    "",""CAFE"",""2"",""150176"",""7965"",""0"",""-10.4135633176889"",""1578"",""178"",""2008"",""NA"",""34"",""0"",""0"",""0"""
"4551,"" 21.1455653402992  , 52.2057034792192   "",""IT"",""5"",""84042"",""10824"",""1"",""2.95468454201795"",""1115"",""229"",""2013"",""4"",""82"",""0"",""19856"",""1"""
"4552,"" 21.1457842383515  , 52.2169953771099   "",""IT"",""5"",""77961"",""8486"",""0"",""0.239838101996518"",""817"",""153"",""2012"",""8"",""70"",""2"",""19617"",""0"""
"4553,""  21.0991622160678  , 52.2929714693688  "",""IT"",""3"",""201045"",""4969"",""0"",""-3.70160225634891"",""541"",""103"",""2007"",""4"",""67"",""2"",""1403"",""1"""
"4554,""  21.0858901375486  , 52.2946888023056  "",""IT"",""5"",""199802"",""4911"",""1"",""-3.88967096482313"",""486"",""79"",""2002"",""NA"",""71"",""2"",""1405"",""0"""
"4555,"" 21.1901559386868  , 52.1925618467433   "",""IT"",""57"",""201690"",""9927"",""1"",""-2.68978467582333"",""997"",""200"",""2009"",""12"",""380"",""5"",""942"",""1"""
"4556,"" 21.0111903759835  , 52.2214779195283    "",""RESTAURANT"",""4"",""499697"",""29827"",""0"",""3.58478279087806"",""6047"",""598"",""2013"",""3"",""56"",""1"",""30068"",""0"""
"4557,""  21.0527422266942  , 52.2993996296381  "",""PUB"",""3"",""200700"",""7902"",""0"",""10.8169026315205"",""1560"",""157"",""2006"",""NA"",""33"",""1"",""17059"",""1"""
"4558,"" 21.1553785080034  , 52.2185907689785   "",""IT"",""5"",""79976"",""8520"",""0"",""2.79265702699918"",""813"",""171"",""2012"",""NA"",""81"",""0"",""19754"",""1"""
"4559,"" 21.0224717570906  , 52.2320432411274    "",""IT"",""4"",""28400"",""5960"",""1"",""1.69732453446216"",""563"",""111"",""2010"",""6"",""24"",""0"",""1004"",""1"""
"4560,""  21.0306599569577  , 52.294246720525  "",""PUB"",""3"",""139500"",""8120"",""0"",""0.206002362238316"",""1672"",""155"",""2004"",""NA"",""37"",""1"",""0"",""1"""
"4561,"" 21.1541047594314  , 52.202559029595   "",""RESTAURANT"",""1"",""150568"",""8180"",""0"",""-29.530456742311"",""1597"",""143"",""2007"",""NA"",""28"",""1"",""0"",""0"""
"4562,"" 21.0182506709816  , 52.2265998415323    "",""IT"",""18"",""4e+05"",""44100"",""1"",""1.5937209225099"",""4266"",""871"",""2012"",""7"",""185"",""3"",""58701"",""1"""
"4563,""  21.0389582285401  , 52.2718626950099  "",""IT"",""32"",""200690"",""4985"",""0"",""-6.00537640044722"",""493"",""86"",""2004"",""NA"",""66"",""2"",""590"",""1"""
"4564,"" 21.1559606067799  , 52.1974710132275   "",""IT"",""51"",""232040"",""9974"",""1"",""-1.57257772653562"",""940"",""200"",""2003"",""NA"",""354"",""2"",""876"",""0"""
"4565,""  21.0503080490045  , 52.2977345396928  "",""IT"",""2"",""201080"",""4979"",""0"",""-3.65327034165066"",""506"",""112"",""2003"",""9"",""71"",""3"",""1201"",""0"""
"4566,""  21.0634620603221  , 52.2905582082877  "",""IT"",""34"",""199975"",""4958"",""1"",""-3.67197102645434"",""518"",""93"",""2001"",""12"",""73"",""2"",""612"",""0"""
"4567,"" 21.146707679905  , 52.1868243235908   "",""CAFE"",""1"",""149186"",""7936"",""0"",""-18.9286693474826"",""1490"",""129"",""2005"",""NA"",""26"",""0"",""21030"",""0"""
"4568,"" 21.0011565852403  , 52.23204793463    "",""IT"",""21"",""564000"",""43960"",""1"",""1.99220008219283"",""4425"",""857"",""2011"",""7"",""191"",""6"",""0"",""1"""
"4569,""  21.0511539244279  , 52.2744124970282  "",""PUB"",""3"",""150200"",""8045"",""0"",""1.74576357618004"",""1577"",""174"",""2013"",""NA"",""26"",""0"",""21123"",""1"""
"4570,"" 21.0096217848693  , 52.2378514811862    "",""IT"",""3"",""69800"",""4950"",""0"",""2.71416499676047"",""462"",""87"",""2014"",""5"",""20"",""0"",""1005"",""1"""
"4571,"" 21.025211394812  , 52.2245487606199    "",""PUB"",""4"",""498444"",""30106"",""0"",""-5.00097650297874"",""6054"",""608"",""2013"",""2"",""51"",""0"",""40109"",""1"""
"4572,"" 21.1945978289442  , 52.213831348198   "",""PUB"",""1"",""150135"",""8137"",""0"",""2.07028299427772"",""1600"",""171"",""2008"",""NA"",""33"",""4"",""17940"",""0"""
"4573,""  21.0960826119664  , 52.2954829155258  "",""CAFE"",""3"",""159800"",""7947"",""0"",""-38.7932533675651"",""1581"",""133"",""2008"",""NA"",""32"",""0"",""23148"",""1"""
"4574,""  21.0483822074928  , 52.2710949495458  "",""IT"",""31"",""199657"",""4941"",""1"",""-4.97435214697344"",""531"",""96"",""2002"",""10"",""69"",""0"",""0"",""0"""
"4575,"" 21.1531944135902  , 52.1939722759114   "",""PUB"",""2"",""150335"",""8018"",""0"",""-12.5798182589326"",""1614"",""190"",""2009"",""5"",""32"",""2"",""27030"",""0"""
"4576,"" 21.0250361477064  , 52.2268970602192    "",""IT"",""2"",""99100"",""5950"",""0"",""2.22658381652894"",""587"",""131"",""2013"",""5"",""26"",""1"",""0"",""1"""
"4577,"" 21.1437780196611  , 52.1850006653275   "",""RESTAURANT"",""1"",""150143"",""8082"",""1"",""-5.14873321604395"",""1699"",""140"",""2005"",""3"",""30"",""1"",""20040"",""0"""
"4578,""  21.0890238626068  , 52.2720004065777  "",""IT"",""2"",""198466"",""5024"",""0"",""-4.28016974946693"",""532"",""101"",""2001"",""NA"",""73"",""0"",""794"",""1"""
"4579,"" 21.1501017868835  , 52.2001939686527   "",""IT"",""3"",""76001"",""7102"",""0"",""1.94973289133739"",""663"",""140"",""2010"",""NA"",""66"",""0"",""20095"",""1"""
"4580,""  21.0538333425229  , 52.2801857375866  "",""IT"",""2"",""200082"",""4950"",""1"",""-6.0459501083255"",""492"",""94"",""2006"",""NA"",""68"",""0"",""0"",""0"""
"4581,"" 21.1812071002163  , 52.1800704118377   "",""RESTAURANT"",""6"",""149892"",""8027"",""0"",""-6.15352591753424"",""1623"",""158"",""2006"",""NA"",""27"",""0"",""0"",""0"""
"4582,""  21.0850317944842  , 52.2897216345253  "",""PUB"",""3"",""109400"",""7919"",""0"",""3.6393344918489"",""1610"",""153"",""2011"",""NA"",""33"",""0"",""21082"",""1"""
"4583,"" 21.0281544770363  , 52.2293369301176    "",""IT"",""19"",""482000"",""38070"",""1"",""0.825170453791783"",""3853"",""769"",""2010"",""8"",""187"",""3"",""58827"",""1"""
"4584,"" 21.141463918929  , 52.1837181027094   "",""IT"",""49"",""322940"",""9925"",""1"",""-2.9006218125832"",""977"",""202"",""2001"",""15"",""345"",""2"",""10000363"",""0"""
"4585,"" 21.1744377160538  , 52.2026257715002   "",""IT"",""50"",""282490"",""10044"",""1"",""-1.09117598553604"",""1062"",""216"",""2007"",""NA"",""345"",""3"",""730"",""1"""
"4586,"" 21.0222661729385  , 52.2343242254434    "",""CAFE"",""4"",""500421"",""30033"",""0"",""34.1383242595844"",""6016"",""570"",""2013"",""3"",""51"",""1"",""50005"",""1"""
"4587,"" 21.02308626678  , 52.2322350987326    "",""IT"",""5"",""116200"",""11030"",""0"",""3.80802081610992"",""1108"",""204"",""2013"",""6"",""18"",""0"",""5"",""1"""
"4588,"" 21.0073395884139  , 52.2241298925178    "",""RESTAURANT"",""6"",""500176"",""29731"",""0"",""25.9511668380715"",""5951"",""586"",""2012"",""3"",""49"",""0"",""25096"",""0"""
"4589,"" 21.0072729172371  , 52.2252751620067    "",""IT"",""19"",""399000"",""42090"",""0"",""1.85111035826276"",""4169"",""838"",""2011"",""NA"",""199"",""4"",""59040"",""1"""
"4590,"" 21.1908020625394  , 52.1924847961799   "",""IT"",""50"",""363320"",""9906"",""0"",""-0.119606483334228"",""1008"",""188"",""2004"",""NA"",""364"",""5"",""11717187"",""1"""
"4591,"" 21.168794743971  , 52.2120102447271   "",""PUB"",""2"",""149896"",""8005"",""0"",""-13.6279153872447"",""1551"",""157"",""2008"",""NA"",""31"",""1"",""17960"",""0"""
"4592,"" 21.0278007842461  , 52.2375429850444    "",""PUB"",""2"",""149524"",""7952"",""0"",""-9.0107168107129"",""1524"",""165"",""2005"",""NA"",""27"",""0"",""0"",""0"""
"4593,"" 21.0245559194242  , 52.2273655834375    "",""IT"",""4"",""83900"",""9020"",""0"",""1.56697185736937"",""897"",""191"",""2014"",""NA"",""17"",""2"",""0"",""1"""
"4594,""  21.077791635769  , 52.2780720940186  "",""IT"",""37"",""199644"",""5049"",""1"",""-4.42641829074242"",""497"",""98"",""1999"",""6"",""63"",""2"",""0"",""1"""
"4595,""  21.0518946685852  , 52.2956155466265  "",""IT"",""24"",""199474"",""4974"",""1"",""-3.33225578113729"",""488"",""107"",""1999"",""12"",""67"",""1"",""0"",""1"""
"4596,"" 21.0233688651745  , 52.2365740723349    "",""IT"",""19"",""343750"",""41950"",""1"",""5.34168686522427"",""4140"",""799"",""2010"",""NA"",""184"",""10"",""0"",""1"""
"4597,"" 21.1534446728164  , 52.2101958173839   "",""IT"",""4"",""67915"",""9423"",""0"",""0.446688729603525"",""968"",""201"",""2011"",""6"",""74"",""2"",""19157"",""1"""
"4598,""  21.0398606128595  , 52.2985798055795  "",""IT"",""3"",""200334"",""4860"",""1"",""-5.77919779956075"",""483"",""104"",""2003"",""NA"",""76"",""0"",""0"",""0"""
"4599,"" 21.1424664114406  , 52.1891857635393   "",""IT"",""46"",""252340"",""9805"",""1"",""-1.9859917562375"",""903"",""188"",""2001"",""13"",""336"",""5"",""11414565"",""0"""
"4600,""  21.0416286027944  , 52.2703880076366  "",""IT"",""31"",""199544"",""5098"",""0"",""-5.42952043946279"",""521"",""102"",""2004"",""8"",""61"",""2"",""1115"",""0"""
"4601,""  21.0949711825699  , 52.2807309033792  "",""PUB"",""3"",""139700"",""8081"",""0"",""6.35026800475745"",""1616"",""154"",""2006"",""NA"",""27"",""1"",""15071"",""0"""
"4602,""  21.0928462349484  , 52.2900229708315  "",""IT"",""29"",""199999"",""5052"",""1"",""-3.41724683559241"",""509"",""95"",""2002"",""5"",""71"",""1"",""0"",""0"""
"4603,""  21.0334514133586  , 52.2848603255372  "",""IT"",""3"",""199727"",""4931"",""1"",""-4.13396270715481"",""473"",""97"",""2002"",""6"",""68"",""0"",""901"",""0"""
"4604,""  21.0712218836811  , 52.282888172532  "",""RESTAURANT"",""5"",""130000"",""8066"",""0"",""-13.3430503263399"",""1638"",""150"",""2006"",""NA"",""34"",""1"",""0"",""1"""
"4605,""  21.0655340940761  , 52.2788835229375  "",""PUB"",""3"",""149700"",""8111"",""0"",""1.21758196238463"",""1589"",""154"",""2004"",""7"",""36"",""0"",""15111"",""0"""
"4606,""  21.0786693325057  , 52.2995285062748  "",""IT"",""29"",""200426"",""5108"",""0"",""-6.09758819500514"",""529"",""98"",""2004"",""8"",""66"",""1"",""0"",""1"""
"4607,""  21.0885083646327  , 52.2913218014268  "",""IT"",""27"",""199598"",""4931"",""1"",""-5.08830018831175"",""443"",""103"",""2001"",""6"",""67"",""2"",""0"",""0"""
"4608,"" 21.0259957421913  , 52.229304133947    "",""PUB"",""6"",""500017"",""30199"",""0"",""19.0955085488918"",""6023"",""610"",""2013"",""2"",""48"",""0"",""55100"",""1"""
"4609,""  21.0317745702947  , 52.2937693266314  "",""IT"",""29"",""200418"",""5061"",""1"",""-3.78855798913522"",""495"",""91"",""1998"",""7"",""74"",""3"",""1022"",""1"""
"4610,""  21.0933258390124  , 52.2905665997183  "",""IT"",""3"",""200356"",""5084"",""1"",""-3.92200148866449"",""502"",""105"",""2000"",""7"",""66"",""1"",""1806"",""0"""
"4611,"" 21.0016445862097  , 52.2374363111472    "",""CAFE"",""5"",""499891"",""30234"",""0"",""9.56214687169359"",""6036"",""630"",""2011"",""5"",""45"",""1"",""40059"",""1"""
"4612,"" 21.000047843484  , 52.2210420740675    "",""CAFE"",""3"",""149951"",""8047"",""0"",""-5.72499156021342"",""1615"",""138"",""2004"",""4"",""31"",""2"",""20009"",""0"""
"4613,"" 21.1405646317927  , 52.1890557088819   "",""IT"",""4"",""92123"",""7899"",""0"",""1.188584386275"",""823"",""158"",""2012"",""NA"",""67"",""0"",""21030"",""1"""
"4614,""  21.0350429029553  , 52.2989910067804  "",""IT"",""3"",""199552"",""4941"",""0"",""-4.42753597919471"",""444"",""103"",""2001"",""9"",""66"",""1"",""1007"",""0"""
"4615,"" 21.0271103449024  , 52.233430543514    "",""IT"",""4"",""160700"",""4930"",""0"",""4.05780649706375"",""509"",""105"",""2014"",""NA"",""19"",""4"",""1004"",""1"""
"4616,"" 21.1563369570943  , 52.188929915526   "",""IT"",""50"",""221950"",""9984"",""0"",""-1.80408794393338"",""1009"",""227"",""2001"",""NA"",""354"",""0"",""1071"",""0"""
"4617,"" 21.0196370030541  , 52.2389328194689    "",""CAFE"",""4"",""149450"",""7901"",""0"",""-28.4234491719599"",""1600"",""166"",""2007"",""NA"",""30"",""2"",""19990"",""1"""
"4618,"" 21.0137825849615  , 52.2333528596442    "",""IT"",""5"",""95000"",""2920"",""1"",""1.63761372896494"",""296"",""56"",""2014"",""4"",""24"",""5"",""2004"",""1"""
"4619,"" 21.1980944867833  , 52.1837838482624   "",""IT"",""54"",""322880"",""9896"",""0"",""-2.57970789914923"",""994"",""191"",""2003"",""NA"",""368"",""1"",""934"",""0"""
"4620,"" 21.0103234366167  , 52.2259563200222    "",""PUB"",""4"",""150396"",""7971"",""0"",""-15.0523028559042"",""1620"",""172"",""2004"",""NA"",""29"",""0"",""0"",""0"""
"4621,"" 21.1799362290557  , 52.1867316903942   "",""PUB"",""2"",""150310"",""7830"",""1"",""1.07558682030815"",""1568"",""149"",""2003"",""5"",""31"",""0"",""13890"",""0"""
"4622,""  21.0916279993742  , 52.2738298569899  "",""IT"",""29"",""200153"",""5006"",""1"",""-4.74093983689571"",""475"",""97"",""2006"",""9"",""79"",""4"",""1006"",""0"""
"4623,"" 21.02549032032  , 52.2338491817703    "",""IT"",""18"",""435000"",""30070"",""0"",""3.74195918242121"",""3052"",""587"",""2010"",""6"",""182"",""9"",""0"",""1"""
"4624,"" 21.019841940525  , 52.2227475701831    "",""IT"",""8"",""69800"",""18150"",""0"",""2.27669307648805"",""1784"",""351"",""2012"",""4"",""19"",""1"",""2006"",""1"""
"4625,"" 21.0191701536169  , 52.2235035396693    "",""PUB"",""5"",""500039"",""30106"",""0"",""1.07972942084009"",""5927"",""630"",""2013"",""NA"",""48"",""1"",""60123"",""1"""
"4626,"" 21.1508222655579  , 52.2126490408718   "",""IT"",""52"",""221990"",""10132"",""1"",""-3.47680673793918"",""1011"",""183"",""2005"",""11"",""328"",""3"",""748"",""0"""
"4627,"" 21.0214542098879  , 52.2280935830856    "",""IT"",""21"",""388750"",""42030"",""0"",""3.52574769281716"",""4214"",""841"",""2005"",""7"",""212"",""2"",""60273"",""1"""
"4628,"" 21.0170967293123  , 52.2358683883678    "",""RESTAURANT"",""5"",""499390"",""30058"",""0"",""5.36995173895592"",""6060"",""599"",""2012"",""4"",""54"",""0"",""30171"",""1"""
"4629,"" 21.0174932013513  , 52.2208618514147    "",""CAFE"",""4"",""500766"",""30097"",""0"",""0.717008760518524"",""6033"",""619"",""2010"",""NA"",""47"",""0"",""40137"",""1"""
"4630,"" 21.0127620478799  , 52.2368492452428    "",""IT"",""16"",""371250"",""25810"",""1"",""2.5345279093611"",""2535"",""487"",""2010"",""NA"",""188"",""5"",""0"",""1"""
"4631,""  21.0301714645047  , 52.296416925902  "",""CAFE"",""3"",""190000"",""7944"",""0"",""-8.01269966504166"",""1545"",""147"",""2011"",""5"",""29"",""1"",""21159"",""1"""
"4632,"" 21.1743715535766  , 52.1890395654645   "",""IT"",""6"",""69911"",""7092"",""0"",""2.49126315693878"",""714"",""154"",""2013"",""NA"",""66"",""1"",""20325"",""1"""
"4633,"" 21.1740632708464  , 52.2160531707387   "",""IT"",""44"",""373440"",""9994"",""1"",""0.150051585656108"",""962"",""193"",""2001"",""NA"",""358"",""2"",""9697462"",""1"""
"4634,"" 21.1947452121265  , 52.174182409402   "",""PUB"",""2"",""149723"",""7891"",""0"",""3.36709404313119"",""1532"",""168"",""2008"",""NA"",""29"",""0"",""22950"",""0"""
